frame_index,file,side,status,roi_mode,pixels,row_coverage_ratio,vehicle_points_before_crop,vehicle_points_after_crop,fitted_lane_points,angle_deg,line_a,line_b,lost_count
539,000539.png,left,ok,tracking,2310,0.827778,2310,2310,20,153.934183,-2.04434019983,700.114347384,0
539,000539.png,right,ok,tracking,1333,0.250000,1333,1333,23,13.219030,4.25716134533,-433.915204328,0
539,000539.png,center,ok,from_left_right,,,,,20,,,,
540,000540.png,left,ok,tracking,631,0.244444,631,631,23,152.904178,-1.95452275804,681.641092542,0
540,000540.png,right,ok,tracking,1347,0.255556,1347,1347,23,13.184143,4.26883539882,-436.951219453,0
540,000540.png,center,ok,from_left_right,,,,,23,,,,
541,000541.png,left,ok,tracking,2359,0.827778,2359,2359,20,154.008840,-2.0511069524,701.692184405,0
541,000541.png,right,ok,tracking,1329,0.255556,1329,1329,23,13.037412,4.31860862546,-446.990688758,0
541,000541.png,center,ok,from_left_right,,,,,20,,,,
542,000542.png,left,ok,tracking,692,0.266667,692,692,23,153.428085,-1.99940114789,691.006365684,0
542,000542.png,right,ok,tracking,1345,0.255556,1345,1345,23,13.124358,4.28898327792,-440.97777402,0
542,000542.png,center,ok,from_left_right,,,,,23,,,,
543,000543.png,left,ok,tracking,2299,0.827778,2299,2299,20,153.951050,-2.04586588434,701.258662017,0
543,000543.png,right,ok,tracking,1380,0.261111,1380,1380,23,13.244680,4.2486164951,-433.258947086,0
543,000543.png,center,ok,from_left_right,,,,,20,,,,
544,000544.png,left,ok,tracking,2338,0.822222,2338,2338,20,154.041479,-2.054076681,701.22719631,0
544,000544.png,right,ok,tracking,1383,0.261111,1383,1383,23,13.203387,4.26238843702,-436.556551487,0
544,000544.png,center,ok,from_left_right,,,,,20,,,,
545,000545.png,left,ok,tracking,2308,0.816667,2308,2308,20,154.273755,-2.07541311231,704.898370712,0
545,000545.png,right,ok,tracking,1418,0.272222,1418,1418,23,13.341963,4.21650141468,-427.990118916,0
545,000545.png,center,ok,from_left_right,,,,,20,,,,
546,000546.png,left,ok,tracking,2271,0.805556,2271,2271,20,154.506149,-2.09712276583,707.783656741,0
546,000546.png,right,ok,tracking,1480,0.283333,1480,1480,23,13.591692,4.13612865556,-412.43084688,0
546,000546.png,center,ok,from_left_right,,,,,20,,,,
547,000547.png,left,ok,tracking,776,0.350000,776,776,23,152.793271,-1.94522757257,675.304229505,0
547,000547.png,right,ok,tracking,1472,0.277778,1472,1472,23,13.401425,4.1970977065,-425.917866847,0
547,000547.png,center,ok,from_left_right,,,,,23,,,,
548,000548.png,left,ok,tracking,598,0.238889,598,598,23,153.246560,-1.98366731454,684.598593342,0
548,000548.png,right,ok,tracking,1428,0.272222,1428,1428,23,13.094343,4.29916690974,-447.423231071,0
548,000548.png,center,ok,from_left_right,,,,,23,,,,
549,000549.png,left,ok,tracking,679,0.255556,679,679,23,153.572312,-2.01204498571,689.873512218,0
549,000549.png,right,ok,tracking,1446,0.277778,1446,1446,23,13.147697,4.28109666622,-444.052982847,0
549,000549.png,center,ok,from_left_right,,,,,23,,,,
550,000550.png,left,ok,tracking,984,0.400000,984,984,21,152.909301,-1.95495387134,678.893008138,0
550,000550.png,right,ok,tracking,1401,0.266667,1401,1401,23,12.897991,4.36693299832,-461.65073083,0
550,000550.png,center,ok,from_left_right,,,,,21,,,,
551,000551.png,left,ok,tracking,947,0.383333,947,947,21,152.952625,-1.95860522306,681.089169067,0
551,000551.png,right,ok,tracking,1461,0.277778,1461,1461,23,13.148169,4.2809373801,-444.827930466,0
551,000551.png,center,ok,from_left_right,,,,,21,,,,
552,000552.png,left,ok,tracking,901,0.361111,901,901,21,152.686516,-1.93634629173,676.507319436,0
552,000552.png,right,ok,tracking,1337,0.255556,1337,1337,23,12.639000,4.45948208743,-480.540126175,0
552,000552.png,center,ok,from_left_right,,,,,21,,,,
553,000553.png,left,ok,tracking,926,0.361111,926,926,21,152.899469,-1.95412665273,682.218629188,0
553,000553.png,right,ok,tracking,1451,0.272222,1451,1451,23,13.103368,4.2961001016,-447.765799566,0
553,000553.png,center,ok,from_left_right,,,,,21,,,,
554,000554.png,left,ok,tracking,961,0.372222,961,961,21,152.800547,-1.94583523403,681.270168336,0
554,000554.png,right,ok,tracking,1523,0.288889,1523,1523,23,13.434703,4.18631161139,-426.10405108,0
554,000554.png,center,ok,from_left_right,,,,,21,,,,
555,000555.png,left,ok,tracking,1119,0.444444,1119,1119,21,152.524927,-1.9230243162,672.371821298,0
555,000555.png,right,ok,tracking,1464,0.272222,1464,1464,23,13.015148,4.32625714284,-455.111994884,0
555,000555.png,center,ok,from_left_right,,,,,21,,,,
556,000556.png,left,ok,init,1058,0.422222,1058,1058,21,152.797073,-1.9455450872,676.19799305,0
556,000556.png,right,ok,tracking,1522,0.288889,1522,1522,23,13.286478,4.2347616633,-437.367281647,0
556,000556.png,center,ok,from_left_right,,,,,21,,,,
557,000557.png,left,ok,tracking,1050,0.411111,1050,1050,21,153.377223,-1.99497260288,685.425115909,0
557,000557.png,right,ok,tracking,1493,0.277778,1493,1493,23,13.010023,4.32802161478,-457.337670667,0
557,000557.png,center,ok,from_left_right,,,,,21,,,,
558,000558.png,left,ok,tracking,914,0.344444,914,914,21,153.725018,-2.02557244269,691.378660123,0
558,000558.png,right,ok,tracking,1484,0.277778,1484,1484,23,12.861304,4.37981995405,-468.125878637,0
558,000558.png,center,ok,from_left_right,,,,,21,,,,
559,000559.png,left,ok,tracking,903,0.344444,903,903,21,153.634253,-2.01751446326,689.720940191,0
559,000559.png,right,ok,tracking,1439,0.272222,1439,1439,23,12.666181,4.4495942772,-481.891697252,0
559,000559.png,center,ok,from_left_right,,,,,21,,,,
560,000560.png,left,ok,tracking,857,0.327778,857,857,21,154.091877,-2.05867583065,698.868046773,0
560,000560.png,right,ok,tracking,1491,0.283333,1491,1491,23,12.921703,4.35864185606,-463.680354133,0
560,000560.png,center,ok,from_left_right,,,,,21,,,,
561,000561.png,left,ok,tracking,1345,0.516667,1345,1345,21,152.927176,-1.95645907946,677.875202311,0
561,000561.png,right,ok,tracking,1574,0.300000,1574,1574,23,13.262683,4.24263822333,-440.583665664,0
561,000561.png,center,ok,from_left_right,,,,,21,,,,
562,000562.png,left,ok,tracking,1565,0.644444,1565,1565,21,152.653283,-1.9335945501,673.607176568,0
562,000562.png,right,ok,tracking,1547,0.288889,1547,1547,23,13.069191,4.30773577201,-454.629747211,0
562,000562.png,center,ok,from_left_right,,,,,21,,,,
563,000563.png,left,ok,init,1397,0.538889,1397,1397,21,153.031944,-1.96531854313,680.43898081,0
563,000563.png,right,ok,tracking,1508,0.277778,1508,1508,23,12.803599,4.40023693601,-473.431128313,0
563,000563.png,center,ok,from_left_right,,,,,21,,,,
564,000564.png,left,ok,init,1343,0.516667,1343,1343,21,153.273996,-1.98603266252,685.075792463,0
564,000564.png,right,ok,tracking,1576,0.294444,1576,1576,23,13.134680,4.28549201022,-450.462262738,0
564,000564.png,center,ok,from_left_right,,,,,21,,,,
565,000565.png,left,ok,tracking,894,0.333333,894,894,21,154.583363,-2.10441780093,709.546389145,0
565,000565.png,right,ok,tracking,1602,0.300000,1602,1602,23,13.180865,4.26993545003,-447.608767224,0
565,000565.png,center,ok,from_left_right,,,,,21,,,,
566,000566.png,left,ok,tracking,1142,0.416667,1142,1142,21,154.476557,-2.09433784196,707.161849074,0
566,000566.png,right,ok,tracking,1573,0.300000,1573,1573,23,13.105104,4.29551058542,-453.121205427,0
566,000566.png,center,ok,from_left_right,,,,,21,,,,
567,000567.png,left,ok,tracking,1199,0.433333,1199,1199,21,154.140692,-2.06314654986,701.815784271,0
567,000567.png,right,ok,tracking,1587,0.300000,1587,1587,23,13.096701,4.29836516004,-453.982934912,0
567,000567.png,center,ok,from_left_right,,,,,21,,,,
568,000568.png,left,ok,tracking,673,0.222222,673,673,23,154.738766,-2.11922628742,712.617665607,0
568,000568.png,right,ok,tracking,1507,0.288889,1507,1507,23,12.872180,4.37599207827,-468.943769634,0
568,000568.png,center,ok,from_left_right,,,,,23,,,,
569,000569.png,left,ok,tracking,119,0.100000,119,119,5,151.800530,-1.86503352748,649.328296636,0
569,000569.png,right,ok,tracking,1490,0.283333,1490,1490,23,12.782984,4.40757496699,-475.075286549,0
569,000569.png,center,ok,from_left_right,,,,,5,,,,
570,000570.png,left,ok,init,819,0.272222,819,819,22,154.885820,-2.13339679076,712.931809699,0
570,000570.png,right,ok,tracking,1574,0.300000,1574,1574,23,13.129234,4.28733340122,-451.110085681,0
570,000570.png,center,ok,from_left_right,,,,,22,,,,
571,000571.png,left,ok,tracking,851,0.283333,851,851,21,154.963528,-2.14094778039,711.836263526,0
571,000571.png,right,ok,tracking,1590,0.300000,1590,1590,23,13.187534,4.26769831805,-447.82340361,0
571,000571.png,center,ok,from_left_right,,,,,21,,,,
572,000572.png,left,ok,tracking,959,0.316667,959,959,21,155.114860,-2.15577940516,714.127870562,0
572,000572.png,right,ok,tracking,1663,0.316667,1663,1663,23,13.516862,4.15990603701,-426.984479567,0
572,000572.png,center,ok,from_left_right,,,,,21,,,,
573,000573.png,left,ok,tracking,1045,0.344444,1045,1045,21,155.261502,-2.170313545,714.191786896,0
573,000573.png,right,ok,tracking,1648,0.316667,1648,1648,23,13.298190,4.23089465651,-442.586089124,0
573,000573.png,center,ok,from_left_right,,,,,21,,,,
574,000574.png,left,ok,tracking,1171,0.383333,1171,1171,21,155.328833,-2.17704109613,714.336301962,0
574,000574.png,right,ok,tracking,1623,0.305556,1623,1623,23,13.069013,4.30779625695,-459.153643958,0
574,000574.png,center,ok,from_left_right,,,,,21,,,,
575,000575.png,left,ok,tracking,1392,0.450000,1392,1392,21,155.629911,-2.20755032304,723.15415707,0
575,000575.png,right,ok,tracking,1708,0.327778,1708,1708,23,13.351332,4.21343280726,-440.91512612,0
575,000575.png,center,ok,from_left_right,,,,,21,,,,
576,000576.png,left,insufficient_row_coverage,init,11,0.011111,0,0,0,0.000000,0,0,6
576,000576.png,right,ok,tracking,1667,0.316667,1667,1667,23,13.151138,4.27993616209,-454.458610024,0
576,000576.png,center,not_published,from_left_right,,,,,0,,,,
577,000577.png,left,ok,init,1737,0.555556,1737,1737,20,155.985323,-2.24448920344,729.950844859,0
577,000577.png,right,ok,tracking,1716,0.327778,1716,1716,22,13.293947,4.23229465241,-445.716089362,0
577,000577.png,center,ok,from_left_right,,,,,20,,,,
578,000578.png,left,ok,tracking,2228,0.716667,2228,2228,20,156.098104,-2.25642667161,732.336228357,0
578,000578.png,right,ok,tracking,1689,0.322222,1689,1689,23,13.152227,4.27956916969,-455.476981212,0
578,000578.png,center,ok,from_left_right,,,,,20,,,,
579,000579.png,left,ok,tracking,2254,0.727778,2254,2254,18,156.129491,-2.25976776807,734.265963891,0
579,000579.png,right,ok,tracking,1742,0.333333,1742,1742,21,13.289290,4.23383235114,-447.029218346,0
579,000579.png,center,ok,from_left_right,,,,,18,,,,
580,000580.png,left,ok,tracking,2255,0.722222,2255,2255,20,156.361120,-2.28468240844,738.403212524,0
580,000580.png,right,ok,tracking,1765,0.338889,1765,1765,22,13.373854,4.20607382331,-441.239375958,0
580,000580.png,center,ok,from_left_right,,,,,20,,,,
581,000581.png,left,ok,tracking,2231,0.705556,2231,2231,20,156.625796,-2.31372107138,743.94359103,0
581,000581.png,right,ok,tracking,1810,0.344444,1810,1810,21,13.538157,4.15311327928,-431.045658535,0
581,000581.png,center,ok,from_left_right,,,,,20,,,,
582,000582.png,left,ok,tracking,2230,0.700000,2230,2230,20,156.760837,-2.32877743294,745.315453446,0
582,000582.png,right,ok,tracking,1786,0.350000,1786,1786,21,13.587514,4.13744934062,-426.810746961,0
582,000582.png,center,ok,from_left_right,,,,,20,,,,
583,000583.png,left,ok,tracking,2223,0.700000,2223,2223,20,156.850664,-2.33888447084,748.186606187,0
583,000583.png,right,ok,tracking,1807,0.350000,1807,1807,21,13.636940,4.12187523791,-423.615138861,0
583,000583.png,center,ok,from_left_right,,,,,20,,,,
584,000584.png,left,ok,tracking,2229,0.700000,2229,2229,20,156.883742,-2.34262503893,750.149883339,0
584,000584.png,right,ok,tracking,1778,0.344444,1778,1778,22,13.550557,4.1491676134,-429.018768698,0
584,000584.png,center,ok,from_left_right,,,,,20,,,,
585,000585.png,left,ok,tracking,2221,0.688889,2221,2221,20,157.083111,-2.3653861561,753.562046762,0
585,000585.png,right,ok,tracking,1777,0.350000,1777,1777,21,13.720200,4.09588877575,-416.945169269,0
585,000585.png,center,ok,from_left_right,,,,,20,,,,
586,000586.png,left,ok,tracking,2247,0.700000,2247,2247,20,157.045220,-2.3610314916,755.6746321,0
586,000586.png,right,ok,tracking,1891,0.355556,1891,1891,21,13.939815,4.0288047298,-404.663412968,0
586,000586.png,center,ok,from_left_right,,,,,20,,,,
587,000587.png,left,ok,tracking,2250,0.705556,2250,2250,20,156.882909,-2.34253071138,751.542701499,0
587,000587.png,right,ok,tracking,1791,0.344444,1791,1791,21,13.627329,4.12489478431,-424.164961905,0
587,000587.png,center,ok,from_left_right,,,,,20,,,,
588,000588.png,left,ok,tracking,2257,0.705556,2257,2257,20,156.970541,-2.3524886718,754.93070695,0
588,000588.png,right,ok,tracking,1862,0.350000,1862,1862,21,13.731080,4.09251571634,-418.251328619,0
588,000588.png,center,ok,from_left_right,,,,,20,,,,
589,000589.png,left,ok,tracking,2261,0.705556,2261,2261,20,156.905961,-2.34514329351,753.187635155,0
589,000589.png,right,ok,tracking,1814,0.350000,1814,1814,21,13.654147,4.11647909571,-423.016083368,0
589,000589.png,center,ok,from_left_right,,,,,20,,,,
590,000590.png,left,ok,tracking,2254,0.700000,2254,2254,20,157.014649,-2.35752798994,755.471852156,0
590,000590.png,right,ok,tracking,1849,0.355556,1849,1849,21,13.765897,4.08175696538,-415.769089431,0
590,000590.png,center,ok,from_left_right,,,,,20,,,,
591,000591.png,left,ok,tracking,2259,0.705556,2259,2259,20,156.965896,-2.35195905772,756.060194874,0
591,000591.png,right,ok,tracking,1875,0.355556,1875,1875,21,13.768992,4.08080321053,-416.30180917,0
591,000591.png,center,ok,from_left_right,,,,,20,,,,
592,000592.png,left,ok,tracking,2256,0.705556,2256,2256,20,156.925771,-2.34739231499,753.306274597,0
592,000592.png,right,ok,tracking,1747,0.344444,1747,1747,21,13.618186,4.12777164669,-423.875897446,0
592,000592.png,center,ok,from_left_right,,,,,20,,,,
593,000593.png,left,ok,tracking,2233,0.705556,2233,2233,20,156.857948,-2.33970724542,751.296277803,0
593,000593.png,right,ok,tracking,1644,0.333333,1644,1644,21,13.429891,4.18786826349,-433.714635026,0
593,000593.png,center,ok,from_left_right,,,,,20,,,,
594,000594.png,left,ok,tracking,2242,0.705556,2242,2242,20,156.924191,-2.34721284372,753.562622487,0
594,000594.png,right,ok,tracking,1651,0.333333,1651,1651,23,13.512063,4.16143982248,-427.159603311,0
594,000594.png,center,ok,from_left_right,,,,,20,,,,
595,000595.png,left,ok,tracking,2233,0.700000,2233,2233,20,157.031987,-2.35951397535,754.816891328,0
595,000595.png,right,ok,tracking,1581,0.322222,1581,1581,22,13.519428,4.15908657454,-424.18529603,0
595,000595.png,center,ok,from_left_right,,,,,20,,,,
596,000596.png,left,ok,tracking,2241,0.700000,2241,2241,20,156.951311,-2.35029737977,753.230939651,0
596,000596.png,right,ok,tracking,1555,0.316667,1555,1555,23,13.503818,4.16407721344,-423.986450203,0
596,000596.png,center,ok,from_left_right,,,,,20,,,,
597,000597.png,left,ok,tracking,2221,0.700000,2221,2221,20,157.072412,-2.36415522748,756.592343972,0
597,000597.png,right,ok,tracking,1602,0.316667,1602,1602,23,13.639791,4.12098028772,-414.752363932,0
597,000597.png,center,ok,from_left_right,,,,,20,,,,
598,000598.png,left,ok,tracking,2210,0.700000,2210,2210,20,157.002665,-2.35615700988,754.422873752,0
598,000598.png,right,ok,tracking,1530,0.305556,1530,1530,23,13.541112,4.15217240571,-419.421377432,0
598,000598.png,center,ok,from_left_right,,,,,20,,,,
599,000599.png,left,ok,tracking,375,0.144444,375,375,23,154.757592,-2.12103183164,707.611959641,0
599,000599.png,right,ok,tracking,1607,0.316667,1607,1607,23,13.682299,4.10767948941,-410.682931454,0
599,000599.png,center,ok,from_left_right,,,,,23,,,,
600,000600.png,left,ok,tracking,384,0.144444,384,384,23,155.125828,-2.15686099517,714.67564595,0
600,000600.png,right,ok,tracking,1574,0.316667,1574,1574,23,13.655875,4.11593793189,-411.762679337,0
600,000600.png,center,ok,from_left_right,,,,,23,,,,
601,000601.png,left,ok,tracking,508,0.183333,508,508,23,155.256205,-2.16978573451,717.305820375,0
601,000601.png,right,ok,tracking,1578,0.316667,1578,1578,23,13.729737,4.09293176029,-406.836871655,0
601,000601.png,center,ok,from_left_right,,,,,23,,,,
602,000602.png,left,ok,tracking,2210,0.700000,2210,2210,20,157.121384,-2.36979859428,760.024635355,0
602,000602.png,right,ok,tracking,1619,0.322222,1619,1619,23,13.820430,4.06501288011,-401.874819709,0
602,000602.png,center,ok,from_left_right,,,,,20,,,,
603,000603.png,left,ok,tracking,2243,0.705556,2243,2243,20,156.964199,-2.351765673,756.353984091,0
603,000603.png,right,ok,tracking,1512,0.300000,1512,1512,23,13.552409,4.1485787732,-417.461820634,0
603,000603.png,center,ok,from_left_right,,,,,20,,,,
604,000604.png,left,ok,tracking,2224,0.711111,2224,2224,20,156.950149,-2.35016501807,756.663622134,0
604,000604.png,right,ok,tracking,1525,0.300000,1525,1525,23,13.611353,4.129923945,-413.138952793,0
604,000604.png,center,ok,from_left_right,,,,,20,,,,
605,000605.png,left,ok,tracking,2236,0.716667,2236,2236,20,156.881497,-2.34237082394,756.534913011,0
605,000605.png,right,ok,tracking,1578,0.305556,1578,1578,23,13.683044,4.10744732046,-408.92548305,0
605,000605.png,center,ok,from_left_right,,,,,20,,,,
606,000606.png,left,ok,tracking,2249,0.716667,2249,2249,20,156.932232,-2.34812667642,757.315955569,0
606,000606.png,right,ok,tracking,1573,0.311111,1573,1573,23,13.716635,4.09699492634,-407.055942681,0
606,000606.png,center,ok,from_left_right,,,,,20,,,,
607,000607.png,left,ok,tracking,2251,0.716667,2251,2251,20,156.854865,-2.33935891587,755.61333724,0
607,000607.png,right,ok,tracking,1546,0.311111,1546,1546,23,13.634852,4.12253085389,-412.159149577,0
607,000607.png,center,ok,from_left_right,,,,,20,,,,
608,000608.png,left,insufficient_row_coverage,init,235,0.088889,0,0,0,0.000000,0,0,6
608,000608.png,right,ok,tracking,1469,0.300000,1469,1469,23,13.587128,4.13757137307,-413.367886051,0
608,000608.png,center,not_published,from_left_right,,,,,0,,,,
609,000609.png,left,ok,init,326,0.127778,326,326,23,155.111790,-2.15547685759,718.933823358,0
609,000609.png,right,ok,tracking,1506,0.300000,1506,1506,23,13.640573,4.12073485221,-410.30053702,0
609,000609.png,center,ok,from_left_right,,,,,23,,,,
610,000610.png,left,ok,tracking,356,0.138889,356,356,23,154.443802,-2.09126234796,707.317928949,0
610,000610.png,right,ok,tracking,1537,0.305556,1537,1537,23,13.707725,4.09976244416,-406.518012954,0
610,000610.png,center,ok,from_left_right,,,,,23,,,,
611,000611.png,left,ok,tracking,405,0.150000,405,405,23,155.303180,-2.1744738126,723.404024253,0
611,000611.png,right,ok,tracking,1503,0.300000,1503,1503,23,13.635619,4.12228982225,-410.245497224,0
611,000611.png,center,ok,from_left_right,,,,,23,,,,
612,000612.png,left,ok,tracking,322,0.127778,322,322,23,155.376884,-2.18186328342,725.153879149,0
612,000612.png,right,ok,tracking,1505,0.300000,1505,1505,23,13.718953,4.09627571,-404.406671686,0
612,000612.png,center,ok,from_left_right,,,,,23,,,,
613,000613.png,left,ok,tracking,411,0.155556,411,411,23,155.689800,-2.21370366605,733.357386001,0
613,000613.png,right,ok,tracking,1576,0.311111,1576,1576,23,13.897520,4.04156262838,-394.039665508,0
613,000613.png,center,ok,from_left_right,,,,,23,,,,
614,000614.png,left,ok,tracking,368,0.138889,368,368,23,155.244041,-2.16857441935,723.572556051,0
614,000614.png,right,ok,tracking,1482,0.300000,1482,1482,23,13.683178,4.10740552371,-406.514177737,0
614,000614.png,center,ok,from_left_right,,,,,23,,,,
615,000615.png,left,ok,tracking,264,0.100000,264,264,23,154.038807,-2.05383331553,701.498883977,0
615,000615.png,right,ok,tracking,1519,0.300000,1519,1519,23,13.750021,4.08665608136,-402.010257026,0
615,000615.png,center,ok,from_left_right,,,,,23,,,,
616,000616.png,left,insufficient_row_coverage,init,265,0.088889,0,0,0,0.000000,0,0,6
616,000616.png,right,ok,tracking,1498,0.300000,1498,1498,23,13.739262,4.08998263245,-402.294222932,0
616,000616.png,center,not_published,from_left_right,,,,,0,,,,
617,000617.png,left,ok,init,496,0.177778,496,496,23,156.057115,-2.25207590529,740.293909419,0
617,000617.png,right,ok,tracking,1452,0.300000,1452,1452,23,13.775949,4.07866101527,-398.451497459,0
617,000617.png,center,ok,from_left_right,,,,,23,,,,
618,000618.png,left,ok,tracking,676,0.244444,676,676,23,155.531694,-2.19752031329,730.122756952,0
618,000618.png,right,ok,tracking,1430,0.288889,1430,1430,23,13.687274,4.10612820376,-403.215709096,0
618,000618.png,center,ok,from_left_right,,,,,23,,,,
619,000619.png,left,ok,tracking,752,0.283333,752,752,23,155.176444,-2.1618636116,722.705030896,0
619,000619.png,right,ok,tracking,1398,0.277778,1398,1398,23,13.668260,4.11206348641,-403.121965066,0
619,000619.png,center,ok,from_left_right,,,,,23,,,,
620,000620.png,left,ok,tracking,840,0.311111,840,840,23,155.037502,-2.14817671953,720.12048945,0
620,000620.png,right,ok,tracking,1467,0.294444,1467,1467,23,13.891748,4.04330967641,-390.040947089,0
620,000620.png,center,ok,from_left_right,,,,,23,,,,
621,000621.png,left,ok,tracking,780,0.283333,780,780,23,156.071228,-2.25357233395,740.290198646,0
621,000621.png,right,ok,tracking,1473,0.294444,1473,1473,23,13.821373,4.06472449321,-394.960561912,0
621,000621.png,center,ok,from_left_right,,,,,23,,,,
622,000622.png,left,ok,tracking,782,0.277778,782,782,23,155.936979,-2.23940446089,734.810774218,0
622,000622.png,right,ok,tracking,1458,0.288889,1458,1458,23,13.746720,4.08767627816,-399.861146684,0
622,000622.png,center,ok,from_left_right,,,,,23,,,,
623,000623.png,left,ok,tracking,397,0.133333,397,397,23,154.938845,-2.13854449043,714.378917978,0
623,000623.png,right,ok,tracking,1517,0.300000,1517,1517,23,13.892370,4.04312125972,-391.883010806,0
623,000623.png,center,ok,from_left_right,,,,,23,,,,
624,000624.png,left,ok,tracking,725,0.261111,725,725,23,155.633112,-2.20787849759,725.631059764,0
624,000624.png,right,ok,tracking,1505,0.294444,1505,1505,23,13.736958,4.0906957353,-402.750041376,0
624,000624.png,center,ok,from_left_right,,,,,23,,,,
625,000625.png,left,ok,tracking,436,0.138889,436,436,23,155.426594,-2.18687063458,717.336173541,0
625,000625.png,right,ok,tracking,1535,0.300000,1535,1535,23,13.764874,4.08207253611,-402.17704309,0
625,000625.png,center,ok,from_left_right,,,,,23,,,,
626,000626.png,left,ok,tracking,1171,0.455556,1171,1171,21,155.748810,-2.21979455717,721.976888924,0
626,000626.png,right,ok,tracking,1589,0.316667,1589,1589,23,13.966529,4.02078589852,-391.400105802,0
626,000626.png,center,ok,from_left_right,,,,,21,,,,
627,000627.png,left,ok,tracking,504,0.161111,504,504,23,155.894680,-2.23497119548,724.169660521,0
627,000627.png,right,ok,tracking,1662,0.327778,1662,1662,23,13.992262,4.01308975099,-391.361887055,0
627,000627.png,center,ok,from_left_right,,,,,23,,,,
628,000628.png,left,ok,tracking,552,0.177778,552,552,23,155.790390,-2.22410317214,722.24411286,0
628,000628.png,right,ok,tracking,1674,0.333333,1674,1674,23,13.909824,4.03784349796,-398.200937992,0
628,000628.png,center,ok,from_left_right,,,,,23,,,,
629,000629.png,left,ok,tracking,588,0.188889,588,588,21,155.843601,-2.22963724585,723.34170058,0
629,000629.png,right,ok,tracking,1657,0.322222,1657,1657,23,13.665663,4.11287515567,-414.733906951,0
629,000629.png,center,ok,from_left_right,,,,,21,,,,
630,000630.png,left,ok,tracking,632,0.200000,632,632,21,155.840414,-2.22930512902,724.128388694,0
630,000630.png,right,ok,tracking,1689,0.327778,1689,1689,23,13.636462,4.12202540366,-417.784592407,0
630,000630.png,center,ok,from_left_right,,,,,21,,,,
631,000631.png,left,ok,tracking,683,0.216667,683,683,21,155.931577,-2.23883750549,726.762365433,0
631,000631.png,right,ok,tracking,1720,0.338889,1720,1720,23,13.660374,4.11452966621,-417.323011604,0
631,000631.png,center,ok,from_left_right,,,,,21,,,,
632,000632.png,left,ok,tracking,740,0.233333,740,740,21,156.205222,-2.26786328057,732.274820962,0
632,000632.png,right,ok,tracking,1728,0.333333,1728,1728,23,13.589685,4.13676299838,-422.366144652,0
632,000632.png,center,ok,from_left_right,,,,,21,,,,
633,000633.png,left,ok,tracking,793,0.255556,793,793,20,156.285715,-2.27652122364,734.202478585,0
633,000633.png,right,ok,tracking,1716,0.333333,1716,1716,22,13.524032,4.15761670629,-426.844293258,0
633,000633.png,center,ok,from_left_right,,,,,20,,,,
634,000634.png,left,ok,tracking,870,0.277778,870,870,17,156.369863,-2.28563175313,738.972474481,0
634,000634.png,right,ok,tracking,1772,0.344444,1772,1772,22,13.665803,4.11283153905,-419.027913056,0
634,000634.png,center,ok,from_left_right,,,,,17,,,,
635,000635.png,left,ok,tracking,958,0.294444,958,958,17,156.431351,-2.29232773227,739.055948064,0
635,000635.png,right,ok,tracking,1676,0.327778,1676,1676,23,13.344607,4.21563506926,-439.489862679,0
635,000635.png,center,ok,from_left_right,,,,,17,,,,
636,000636.png,left,ok,tracking,1054,0.322222,1054,1054,17,156.801574,-2.33335179927,748.386257992,0
636,000636.png,right,ok,tracking,1769,0.344444,1769,1769,22,13.597131,4.13441023173,-423.629077579,0
636,000636.png,center,ok,from_left_right,,,,,17,,,,
637,000637.png,left,ok,tracking,1168,0.361111,1168,1168,16,156.870750,-2.34115462213,751.538143679,0
637,000637.png,right,ok,tracking,1784,0.344444,1784,1784,21,13.658044,4.11525889944,-420.840647777,0
637,000637.png,center,ok,from_left_right,,,,,16,,,,
638,000638.png,left,ok,tracking,1319,0.394444,1319,1319,16,157.006929,-2.35664474917,753.264371248,0
638,000638.png,right,ok,tracking,1693,0.333333,1693,1693,23,13.390916,4.20051459779,-437.043054053,0
638,000638.png,center,ok,from_left_right,,,,,16,,,,
639,000639.png,left,ok,tracking,1490,0.444444,1490,1490,15,157.184686,-2.37712723623,758.26385189,0
639,000639.png,right,ok,tracking,1793,0.344444,1793,1793,21,13.687760,4.10597656911,-419.078328025,0
639,000639.png,center,ok,from_left_right,,,,,15,,,,
640,000640.png,left,ok,tracking,1741,0.522222,1741,1741,15,157.258340,-2.3857030736,757.617513783,0
640,000640.png,right,ok,tracking,1801,0.344444,1801,1801,21,13.571018,4.14267206297,-427.335923631,0
640,000640.png,center,ok,from_left_right,,,,,15,,,,
641,000641.png,left,ok,tracking,2158,0.661111,2158,2158,13,157.402470,-2.40263768209,760.456969765,0
641,000641.png,right,ok,tracking,1823,0.350000,1823,1823,21,13.666605,4.11258074373,-421.875817631,0
641,000641.png,center,ok,from_left_right,,,,,13,,,,
642,000642.png,left,ok,tracking,2121,0.644444,2121,2121,13,157.429007,-2.405778001,761.627854053,0
642,000642.png,right,ok,tracking,1818,0.350000,1818,1818,21,13.638371,4.12142599182,-424.194862667,0
642,000642.png,center,ok,from_left_right,,,,,13,,,,
643,000643.png,left,ok,tracking,2113,0.644444,2113,2113,13,157.395096,-2.40176620658,761.093029186,0
643,000643.png,right,ok,tracking,1830,0.350000,1830,1830,21,13.626841,4.12504839766,-425.422087164,0
643,000643.png,center,ok,from_left_right,,,,,13,,,,
