frame_index,file,side,status,roi_mode,pixels,row_coverage_ratio,vehicle_points_before_crop,vehicle_points_after_crop,fitted_lane_points,angle_deg,line_a,line_b,vehicle_x_min,vehicle_x_max,vehicle_y_min,vehicle_y_max,lost_count
168,000168.png,right,ok,tracking,2397,0.462428,2397,2397,25,15.147073,3.69409506989,-332.013518166,0.352347,0.508295,-1.170087,-0.598909,0
168,000168.png,center,ok,from_left_right,,,25,,,,
169,000169.png,left,ok,tracking,2492,0.641618,2492,2492,25,160.574486,-2.8356230163,843.029714145,0.191275,0.339059,-0.557700,-0.371490,0
169,000169.png,right,ok,tracking,2355,0.456647,2355,2355,25,14.926128,3.751390873,-341.368163647,0.352816,0.509894,-1.170087,-0.598909,0
169,000169.png,center,ok,from_left_right,,,25,,,,
170,000170.png,left,ok,tracking,2495,0.647399,2495,2495,25,160.321827,-2.79624772696,835.635977986,0.190723,0.339059,-0.557700,-0.371490,0
170,000170.png,right,ok,tracking,2342,0.450867,2342,2342,25,14.710448,3.80894352255,-353.0825345,0.352347,0.510146,-1.170087,-0.598909,0
170,000170.png,center,ok,from_left_right,,,25,,,,
171,000171.png,left,ok,tracking,2513,0.658960,2513,2513,25,159.888883,-2.73098646623,822.993476254,0.189617,0.339059,-0.557700,-0.371490,0
171,000171.png,right,ok,tracking,2350,0.445087,2350,2350,25,14.524247,3.85997367481,-363.522346866,0.352347,0.510146,-1.170087,-0.598909,0
171,000171.png,center,ok,from_left_right,,,25,,,,
172,000172.png,left,ok,tracking,2527,0.664740,2527,2527,25,159.771603,-2.7137691423,819.819431073,0.189064,0.339059,-0.557700,-0.371490,0
172,000172.png,right,ok,tracking,2339,0.445087,2339,2339,25,14.319261,3.91765332614,-374.596289448,0.352347,0.510146,-1.170087,-0.598909,0
172,000172.png,center,ok,from_left_right,,,25,,,,
173,000173.png,left,ok,tracking,2532,0.670520,2532,2532,25,159.491588,-2.67342483318,812.01140675,0.188511,0.339059,-0.557700,-0.371490,0
173,000173.png,right,ok,tracking,2342,0.439306,2342,2342,25,14.111225,3.97786830265,-386.498499088,0.352347,0.510146,-1.170087,-0.598909,0
173,000173.png,center,ok,from_left_right,,,25,,,,
174,000174.png,left,ok,tracking,2530,0.676301,2530,2530,25,159.380128,-2.65765777379,808.818509222,0.187958,0.339059,-0.557700,-0.371490,0
174,000174.png,right,ok,tracking,2375,0.433526,2375,2375,25,14.046569,3.9969386713,-390.734724894,0.352347,0.510146,-1.170087,-0.598909,0
174,000174.png,center,ok,from_left_right,,,25,,,,
175,000175.png,left,ok,tracking,2522,0.682081,2522,2522,25,159.220440,-2.63535027602,804.299532621,0.187405,0.339059,-0.557700,-0.371490,0
175,000175.png,right,ok,tracking,2309,0.427746,2309,2309,25,13.788731,4.07473009688,-404.738817753,0.352347,0.510146,-1.170087,-0.598909,0
175,000175.png,center,ok,from_left_right,,,25,,,,
176,000176.png,left,ok,tracking,2532,0.693642,2532,2532,25,158.909118,-2.59278903271,795.728562779,0.186299,0.339059,-0.557700,-0.371490,0
176,000176.png,right,ok,tracking,2309,0.421965,2309,2309,25,13.633968,4.12280865047,-415.119567271,0.352347,0.510146,-1.170087,-0.597887,0
176,000176.png,center,ok,from_left_right,,,25,,,,
177,000177.png,left,ok,tracking,2576,0.699422,2576,2576,25,158.586824,-2.54997295947,787.335837044,0.185746,0.339059,-0.557700,-0.371490,0
177,000177.png,right,ok,tracking,2370,0.427746,2370,2370,25,13.721789,4.09539565254,-411.850167037,0.352347,0.510146,-1.170087,-0.597887,0
177,000177.png,center,ok,from_left_right,,,25,,,,
178,000178.png,left,ok,tracking,2564,0.699422,2564,2564,25,158.621923,-2.55457607359,788.032766469,0.185746,0.339059,-0.557700,-0.371490,0
178,000178.png,right,ok,tracking,2336,0.421965,2336,2336,25,13.534746,4.15420010396,-422.906774855,0.351964,0.510146,-1.170087,-0.597887,0
178,000178.png,center,ok,from_left_right,,,25,,,,
179,000179.png,left,ok,tracking,2589,0.710983,2589,2589,25,158.214220,-2.50197902114,777.756751976,0.184640,0.339059,-0.557700,-0.371490,0
179,000179.png,right,ok,tracking,2351,0.421965,2351,2351,25,13.441814,4.18401360372,-430.53489041,0.351964,0.510146,-1.170087,-0.597887,0
179,000179.png,center,ok,from_left_right,,,25,,,,
180,000180.png,left,ok,tracking,2601,0.728324,2601,2601,25,157.764437,-2.44608414139,766.520421794,0.182981,0.339059,-0.557700,-0.371490,0
180,000180.png,right,ok,tracking,2338,0.416185,2338,2338,25,13.182339,4.26944106022,-447.827520011,0.351496,0.510146,-1.166484,-0.597887,0
180,000180.png,center,ok,from_left_right,,,25,,,,
181,000181.png,left,ok,tracking,2575,0.728324,2575,2575,25,157.636711,-2.43060095131,763.162408353,0.182981,0.339059,-0.557700,-0.371490,0
181,000181.png,right,ok,tracking,2310,0.410405,2310,2310,25,13.000847,4.33118377094,-459.012413418,0.351496,0.509311,-1.159339,-0.597887,0
181,000181.png,center,ok,from_left_right,,,25,,,,
182,000182.png,left,ok,tracking,2595,0.734104,2595,2595,25,157.471193,-2.41078449879,759.173309694,0.182428,0.339059,-0.557700,-0.371490,0
182,000182.png,right,ok,tracking,2328,0.410405,2328,2328,25,13.066624,4.30861193819,-455.912298647,0.351496,0.509311,-1.159339,-0.597887,0
182,000182.png,center,ok,from_left_right,,,25,,,,
183,000183.png,left,ok,tracking,2610,0.739884,2610,2610,25,157.255694,-2.38539398241,753.906811686,0.181875,0.339059,-0.557700,-0.371490,0
183,000183.png,right,ok,tracking,2316,0.404624,2316,2316,25,12.902877,4.36522187984,-467.341003438,0.351496,0.509311,-1.155799,-0.597887,0
183,000183.png,center,ok,from_left_right,,,25,,,,
184,000184.png,left,ok,tracking,2597,0.745665,2597,2597,25,156.990127,-2.35472419027,747.511327099,0.181322,0.339059,-0.557700,-0.371490,0
184,000184.png,right,ok,tracking,2300,0.398844,2300,2300,25,12.770635,4.41198188794,-476.989819112,0.351496,0.508490,-1.148779,-0.597887,0
184,000184.png,center,ok,from_left_right,,,25,,,,
185,000185.png,left,ok,tracking,2604,0.757225,2604,2604,25,156.713831,-2.32351775875,740.866533968,0.180216,0.339059,-0.557700,-0.371490,0
185,000185.png,right,rejected_side_geometry,tracking,2240,0.387283,0,0,0,12.452672,4.52840722352,-498.504989428,,,,,6
185,000185.png,center,not_published,from_left_right,,,0,,,,
186,000186.png,left,ok,tracking,2638,0.768786,2638,2638,25,156.247610,-2.27241570452,730.585313985,0.179110,0.339059,-0.557700,-0.371490,0
186,000186.png,right,ok,init,3113,0.387283,3113,3113,25,17.903172,3.09547357415,-171.644720488,0.351111,0.507935,-1.138402,-0.597887,0
186,000186.png,center,ok,from_left_right,,,25,,,,
187,000187.png,left,ok,tracking,2618,0.774566,2618,2618,25,156.003227,-2.2463772714,725.093919697,0.178557,0.339059,-0.557700,-0.371490,0
187,000187.png,right,ok,tracking,1580,0.335260,1580,1580,25,12.597401,4.47469611813,-483.395980415,0.374663,0.507935,-1.134982,-0.649657,0
187,000187.png,center,ok,from_left_right,,,25,,,,
188,000188.png,left,ok,tracking,2644,0.780347,2644,2644,25,155.727774,-2.21762004305,718.918279677,0.178005,0.339059,-0.557700,-0.371490,0
188,000188.png,right,rejected_side_geometry,tracking,2281,0.381503,0,0,0,12.437712,4.53402942874,-497.807165046,,,,,6
188,000188.png,center,not_published,from_left_right,,,0,,,,
189,000189.png,left,ok,tracking,2673,0.786127,2673,2673,25,155.343430,-2.17850407839,710.480596034,0.177452,0.339059,-0.557700,-0.371490,0
189,000189.png,right,ok,init,3158,0.381503,3158,3158,25,17.852657,3.10482878609,-172.43003577,0.351111,0.507935,-1.134982,-0.597887,0
189,000189.png,center,ok,from_left_right,,,25,,,,
190,000190.png,left,ok,tracking,2632,0.791908,2632,2632,25,155.282101,-2.17236801886,708.653942839,0.176899,0.339059,-0.557700,-0.371490,0
190,000190.png,right,rejected_side_geometry,tracking,1548,0.323699,0,0,0,12.235452,4.61136753452,-510.762976368,,,,,6
190,000190.png,center,not_published,from_left_right,,,0,,,,
191,000191.png,left,ok,tracking,2682,0.809249,2682,2682,25,154.636597,-2.10947143846,695.345507495,0.175240,0.339059,-0.557700,-0.371490,0
191,000191.png,right,ok,init,3100,0.364162,3100,3100,25,17.717586,3.13009684287,-177.790025223,0.351111,0.507143,-1.121499,-0.596869,0
191,000191.png,center,ok,from_left_right,,,25,,,,
192,000192.png,left,ok,tracking,2708,0.820809,2708,2708,25,154.114001,-2.06070012114,684.971115946,0.174134,0.339059,-0.557700,-0.371490,0
192,000192.png,right,rejected_side_geometry,tracking,1504,0.306358,0,0,0,12.036023,4.69012831022,-532.915586337,,,,,6
192,000192.png,center,not_published,from_left_right,,,0,,,,
193,000193.png,left,ok,tracking,2713,0.826590,2713,2713,25,153.919016,-2.04296995703,680.150070711,0.173581,0.339059,-0.557700,-0.371490,0
193,000193.png,right,ok,init,3244,0.375723,3244,3244,25,18.194655,3.04247389059,-161.330329412,0.350259,0.507935,-1.131583,-0.596869,0
193,000193.png,center,ok,from_left_right,,,25,,,,
194,000194.png,left,ok,tracking,2752,0.838150,2752,2752,25,153.414538,-1.99822011631,669.937643949,0.172475,0.339059,-0.557700,-0.371490,0
194,000194.png,right,rejected_side_geometry,tracking,1503,0.312139,0,0,0,12.037888,4.68937988587,-537.609341544,,,,,6
194,000194.png,center,not_published,from_left_right,,,0,,,,
195,000195.png,left,ok,tracking,2749,0.838150,2749,2749,25,153.143470,-1.9748196551,665.017107684,0.171922,0.338262,-0.557700,-0.371490,0
195,000195.png,right,ok,init,3383,0.387283,3383,3383,25,17.737220,3.12640071309,-184.528085568,0.348555,0.507935,-1.138402,-0.596869,0
195,000195.png,center,ok,from_left_right,,,25,,,,
196,000196.png,left,ok,tracking,2791,0.855491,2791,2791,25,152.730664,-1.94001132302,657.282705429,0.170816,0.339059,-0.557700,-0.371490,0
196,000196.png,right,rejected_side_geometry,tracking,1552,0.312139,0,0,0,11.978742,4.71322798132,-550.264571656,,,,,6
196,000196.png,center,not_published,from_left_right,,,0,,,,
197,000197.png,left,ok,tracking,2784,0.867052,2784,2784,25,152.401309,-1.91293000393,651.229650053,0.169710,0.339059,-0.557700,-0.371490,0
197,000197.png,right,ok,init,3373,0.381503,3373,3373,25,17.994419,3.0787038101,-173.32225561,0.348555,0.507935,-1.134982,-0.596869,0
197,000197.png,center,ok,from_left_right,,,25,,,,
198,000198.png,left,ok,tracking,2800,0.867052,2800,2800,25,152.213028,-1.89771454548,646.835200557,0.169710,0.339059,-0.557700,-0.371490,0
198,000198.png,right,rejected_side_geometry,tracking,1538,0.312139,0,0,0,11.913193,4.73993072343,-551.826503653,,,,,6
198,000198.png,center,not_published,from_left_right,,,0,,,,
199,000199.png,left,ok,tracking,2791,0.872832,2791,2791,25,151.895441,-1.8724749984,640.303105443,0.169157,0.339059,-0.557700,-0.371490,0
199,000199.png,right,ok,init,3316,0.381503,3316,3316,25,18.293206,3.02492387196,-160.874047159,0.348555,0.507935,-1.134982,-0.596869,0
199,000199.png,center,ok,from_left_right,,,25,,,,
200,000200.png,left,ok,tracking,2817,0.884393,2817,2817,25,151.605126,-1.84985688699,634.522907688,0.168051,0.339059,-0.557700,-0.371490,0
200,000200.png,right,rejected_side_geometry,tracking,1518,0.306358,0,0,0,11.841182,4.76960147313,-558.943756789,,,,,6
200,000200.png,center,not_published,from_left_right,,,0,,,,
201,000201.png,left,ok,tracking,2819,0.884393,2819,2819,25,151.386589,-1.8331087297,629.952319073,0.168051,0.339059,-0.557700,-0.371490,0
201,000201.png,right,ok,init,3320,0.381503,3320,3320,25,18.469294,2.99401647844,-154.328654529,0.348555,0.507935,-1.134982,-0.596869,0
201,000201.png,center,ok,from_left_right,,,25,,,,
202,000202.png,left,ok,tracking,2841,0.890173,2841,2841,25,150.963376,-1.80133127799,622.927828398,0.167498,0.339059,-0.557700,-0.371490,0
202,000202.png,right,insufficient_row_coverage,tracking,542,0.040462,0,0,0,0.000000,0,0,,,,,1
202,000202.png,center,not_published,from_left_right,,,0,,,,
203,000203.png,left,ok,tracking,2856,0.901734,2856,2856,25,150.754249,-1.78593913088,619.784767098,0.166392,0.339059,-0.557700,-0.371490,0
203,000203.png,right,insufficient_row_coverage,tracking,542,0.040462,0,0,0,0.000000,0,0,,,,,2
203,000203.png,center,not_published,from_left_right,,,0,,,,
204,000204.png,left,ok,tracking,2823,0.901734,2823,2823,25,150.801035,-1.78936520709,618.923389361,0.166392,0.339059,-0.557700,-0.371490,0
204,000204.png,right,insufficient_row_coverage,tracking,515,0.040462,0,0,0,0.000000,0,0,,,,,3
204,000204.png,center,not_published,from_left_right,,,0,,,,
205,000205.png,left,ok,tracking,2840,0.901734,2840,2840,25,150.659186,-1.77900844941,615.584302483,0.166392,0.339059,-0.557700,-0.371490,0
205,000205.png,right,insufficient_row_coverage,tracking,518,0.040462,0,0,0,0.000000,0,0,,,,,4
205,000205.png,center,not_published,from_left_right,,,0,,,,
206,000206.png,left,ok,tracking,2786,0.895954,2786,2786,25,150.765699,-1.78677670617,615.917093765,0.166945,0.339059,-0.557700,-0.371490,0
206,000206.png,right,insufficient_row_coverage,tracking,436,0.034682,0,0,0,0.000000,0,0,,,,,5
206,000206.png,center,not_published,from_left_right,,,0,,,,
207,000207.png,left,ok,tracking,2694,0.890173,2694,2694,25,150.941327,-1.79969891876,617.194407077,0.167498,0.339059,-0.557700,-0.371490,0
207,000207.png,right,insufficient_row_coverage,tracking,362,0.028902,0,0,0,0.000000,0,0,,,,,6
207,000207.png,center,not_published,from_left_right,,,0,,,,
208,000208.png,left,ok,tracking,2717,0.890173,2717,2717,25,150.827462,-1.79130484021,614.310774978,0.167498,0.339059,-0.557700,-0.371490,0
208,000208.png,right,ok,init,2964,0.358382,2964,2964,25,18.415513,3.00339572215,-153.886255009,0.349407,0.506364,-1.114872,-0.596869,0
208,000208.png,center,ok,from_left_right,,,25,,,,
209,000209.png,left,ok,tracking,2712,0.890173,2712,2712,25,150.617805,-1.77600429977,609.782503665,0.167498,0.339059,-0.557700,-0.371490,0
209,000209.png,right,insufficient_row_coverage,tracking,334,0.023121,0,0,0,0.000000,0,0,,,,,1
209,000209.png,center,not_published,from_left_right,,,0,,,,
210,000210.png,left,ok,tracking,2781,0.895954,2781,2781,25,150.384386,-1.75920192565,605.842878174,0.166945,0.339059,-0.557700,-0.371490,0
210,000210.png,right,insufficient_row_coverage,tracking,417,0.034682,0,0,0,0.000000,0,0,,,,,2
210,000210.png,center,not_published,from_left_right,,,0,,,,
211,000211.png,left,ok,tracking,2792,0.890173,2792,2792,25,150.402012,-1.76046231072,605.124516052,0.167498,0.339059,-0.557700,-0.371490,0
211,000211.png,right,insufficient_row_coverage,tracking,445,0.034682,0,0,0,0.000000,0,0,,,,,3
211,000211.png,center,not_published,from_left_right,,,0,,,,
212,000212.png,left,ok,tracking,2749,0.878613,2749,2749,25,150.587887,-1.77383715198,606.251176219,0.168604,0.339059,-0.557700,-0.371490,0
212,000212.png,right,insufficient_row_coverage,tracking,430,0.034682,0,0,0,0.000000,0,0,,,,,4
212,000212.png,center,not_published,from_left_right,,,0,,,,
213,000213.png,left,ok,tracking,2888,0.890173,2888,2888,25,150.200873,-1.74616009019,600.519555415,0.167498,0.339059,-0.557700,-0.371490,0
213,000213.png,right,insufficient_row_coverage,tracking,550,0.040462,0,0,0,0.000000,0,0,,,,,5
213,000213.png,center,not_published,from_left_right,,,0,,,,
214,000214.png,left,ok,tracking,2891,0.890173,2891,2891,25,150.157684,-1.74311198272,599.287435142,0.167498,0.339059,-0.557700,-0.371490,0
214,000214.png,right,rejected_side_geometry,tracking,1431,0.289017,0,0,0,11.823839,4.77680046224,-570.330303125,,,,,6
214,000214.png,center,not_published,from_left_right,,,0,,,,
215,000215.png,left,ok,tracking,2879,0.890173,2879,2879,25,150.179538,-1.74465334814,598.110247828,0.167498,0.339059,-0.557700,-0.371490,0
215,000215.png,right,insufficient_row_coverage,init,1352,0.057803,0,0,0,0.000000,0,0,,,,,7
215,000215.png,center,not_published,from_left_right,,,0,,,,
216,000216.png,left,ok,tracking,2836,0.878613,2836,2836,25,150.362443,-1.75763475831,599.541081005,0.168604,0.339059,-0.557700,-0.371490,0
216,000216.png,right,insufficient_row_coverage,init,1325,0.057803,0,0,0,0.000000,0,0,,,,,8
216,000216.png,center,not_published,from_left_right,,,0,,,,
217,000217.png,left,ok,tracking,2854,0.872832,2854,2854,25,150.365179,-1.75783003228,598.181202242,0.169157,0.339059,-0.557700,-0.371490,0
217,000217.png,right,insufficient_row_coverage,init,1318,0.057803,0,0,0,0.000000,0,0,,,,,9
217,000217.png,center,not_published,from_left_right,,,0,,,,
218,000218.png,left,ok,tracking,2873,0.878613,2873,2873,25,150.597364,-1.77452323673,600.36490482,0.168604,0.339059,-0.557700,-0.371490,0
218,000218.png,right,insufficient_row_coverage,init,1334,0.057803,0,0,0,0.000000,0,0,,,,,10
218,000218.png,center,not_published,from_left_right,,,0,,,,
219,000219.png,left,ok,tracking,2848,0.861272,2848,2848,25,150.865791,-1.79412375353,602.84115867,0.170263,0.339059,-0.557700,-0.371490,0
219,000219.png,right,insufficient_row_coverage,init,1346,0.057803,0,0,0,0.000000,0,0,,,,,11
219,000219.png,center,not_published,from_left_right,,,0,,,,
220,000220.png,left,ok,tracking,2877,0.855491,2877,2877,25,151.096866,-1.81126269093,605.569975575,0.170816,0.339059,-0.557700,-0.371490,0
220,000220.png,right,insufficient_row_coverage,init,1375,0.057803,0,0,0,0.000000,0,0,,,,,12
220,000220.png,center,not_published,from_left_right,,,0,,,,
221,000221.png,left,ok,tracking,2846,0.838150,2846,2846,25,151.494646,-1.84136055649,610.555093952,0.172475,0.339059,-0.557700,-0.371490,0
221,000221.png,right,insufficient_row_coverage,init,1405,0.063584,0,0,0,0.000000,0,0,,,,,13
221,000221.png,center,not_published,from_left_right,,,0,,,,
222,000222.png,left,ok,tracking,2803,0.820809,2803,2803,25,152.065677,-1.88593851618,618.435616054,0.174134,0.339059,-0.557700,-0.371490,0
222,000222.png,right,insufficient_row_coverage,init,1391,0.063584,0,0,0,0.000000,0,0,,,,,14
222,000222.png,center,not_published,from_left_right,,,0,,,,
223,000223.png,left,ok,tracking,2717,0.803468,2717,2717,25,152.433449,-1.91554644247,623.066422715,0.175793,0.339059,-0.557700,-0.371490,0
223,000223.png,right,insufficient_row_coverage,init,1287,0.057803,0,0,0,0.000000,0,0,,,,,15
223,000223.png,center,not_published,from_left_right,,,0,,,,
224,000224.png,left,ok,tracking,2762,0.791908,2762,2762,25,152.723152,-1.93938687687,627.036634518,0.176899,0.339059,-0.557700,-0.371490,0
224,000224.png,right,insufficient_row_coverage,init,1340,0.063584,0,0,0,0.000000,0,0,,,,,16
224,000224.png,center,not_published,from_left_right,,,0,,,,
225,000225.png,left,ok,tracking,2627,0.774566,2627,2627,25,153.210879,-1.9805978932,634.069002503,0.178557,0.339059,-0.557700,-0.371490,0
225,000225.png,right,insufficient_row_coverage,init,1298,0.057803,0,0,0,0.000000,0,0,,,,,17
225,000225.png,center,not_published,from_left_right,,,0,,,,
226,000226.png,left,ok,tracking,2598,0.768786,2598,2598,25,153.506750,-2.00628158468,638.128699197,0.179110,0.339059,-0.557700,-0.371490,0
226,000226.png,right,insufficient_row_coverage,init,1222,0.057803,0,0,0,0.000000,0,0,,,,,18
226,000226.png,center,not_published,from_left_right,,,0,,,,
227,000227.png,left,ok,tracking,2545,0.751445,2545,2545,25,153.845294,-2.03633037255,643.05082897,0.180769,0.339059,-0.557700,-0.371490,0
227,000227.png,right,insufficient_row_coverage,init,1182,0.052023,0,0,0,0.000000,0,0,,,,,19
227,000227.png,center,not_published,from_left_right,,,0,,,,
228,000228.png,left,ok,tracking,2558,0.751445,2558,2558,25,153.792492,-2.03159631901,641.374697369,0.180769,0.339059,-0.557700,-0.371490,0
228,000228.png,right,insufficient_row_coverage,init,1132,0.046243,0,0,0,0.000000,0,0,,,,,20
228,000228.png,center,not_published,from_left_right,,,0,,,,
229,000229.png,left,ok,tracking,2637,0.757225,2637,2637,25,153.548350,-2.00993544962,636.955051943,0.180216,0.339059,-0.557700,-0.371490,0
229,000229.png,right,insufficient_row_coverage,init,1224,0.052023,0,0,0,0.000000,0,0,,,,,21
229,000229.png,center,not_published,from_left_right,,,0,,,,
230,000230.png,left,ok,tracking,2669,0.751445,2669,2669,25,153.622517,-2.01647631445,638.237975197,0.180769,0.339059,-0.557700,-0.371490,0
230,000230.png,right,insufficient_row_coverage,init,1290,0.057803,0,0,0,0.000000,0,0,,,,,22
230,000230.png,center,not_published,from_left_right,,,0,,,,
231,000231.png,left,ok,tracking,2702,0.751445,2702,2702,25,153.773764,-2.02992138413,641.169920737,0.180769,0.339059,-0.557700,-0.371490,0
231,000231.png,right,insufficient_row_coverage,init,1356,0.057803,0,0,0,0.000000,0,0,,,,,23
231,000231.png,center,not_published,from_left_right,,,0,,,,
232,000232.png,left,ok,tracking,2785,0.757225,2785,2785,25,153.460198,-2.00220539003,637.069237688,0.179663,0.338262,-0.557700,-0.371490,0
232,000232.png,right,insufficient_row_coverage,init,1417,0.063584,0,0,0,0.000000,0,0,,,,,24
232,000232.png,center,not_published,from_left_right,,,0,,,,
233,000233.png,left,ok,tracking,2782,0.751445,2782,2782,25,153.765236,-2.02915953715,642.092017493,0.180769,0.339059,-0.557700,-0.371490,0
233,000233.png,right,insufficient_row_coverage,init,1370,0.057803,0,0,0,0.000000,0,0,,,,,25
233,000233.png,center,not_published,from_left_right,,,0,,,,
234,000234.png,left,ok,tracking,2743,0.745665,2743,2743,25,153.961571,-2.04681841318,645.492967328,0.181322,0.339059,-0.557700,-0.371490,0
234,000234.png,right,insufficient_row_coverage,init,1343,0.057803,0,0,0,0.000000,0,0,,,,,26
234,000234.png,center,not_published,from_left_right,,,0,,,,
235,000235.png,left,ok,tracking,2782,0.745665,2782,2782,25,154.105518,-2.05992358693,648.307388623,0.181322,0.339059,-0.557700,-0.371490,0
235,000235.png,right,insufficient_row_coverage,init,1400,0.057803,0,0,0,0.000000,0,0,,,,,27
235,000235.png,center,not_published,from_left_right,,,0,,,,
236,000236.png,left,ok,tracking,2723,0.734104,2723,2723,25,154.402373,-2.08738287578,653.341405185,0.182428,0.339059,-0.557700,-0.371490,0
236,000236.png,right,insufficient_row_coverage,init,1350,0.057803,0,0,0,0.000000,0,0,,,,,28
236,000236.png,center,not_published,from_left_right,,,0,,,,
237,000237.png,left,ok,tracking,2789,0.728324,2789,2789,25,154.621833,-2.10806793889,657.516932065,0.182981,0.339059,-0.557700,-0.371490,0
237,000237.png,right,insufficient_row_coverage,init,1383,0.063584,0,0,0,0.000000,0,0,,,,,29
237,000237.png,center,not_published,from_left_right,,,0,,,,
238,000238.png,left,ok,tracking,2762,0.728324,2762,2762,25,154.852160,-2.1301395164,662.71623735,0.182981,0.339059,-0.557700,-0.371490,0
238,000238.png,right,insufficient_row_coverage,init,1393,0.063584,0,0,0,0.000000,0,0,,,,,30
238,000238.png,center,not_published,from_left_right,,,0,,,,
239,000239.png,left,ok,tracking,2755,0.716763,2755,2755,25,155.215969,-2.16578337428,669.395279263,0.184087,0.339059,-0.557700,-0.371490,0
239,000239.png,right,insufficient_row_coverage,init,1413,0.069364,0,0,0,0.000000,0,0,,,,,31
239,000239.png,center,not_published,from_left_right,,,0,,,,
240,000240.png,left,ok,tracking,2712,0.705202,2712,2712,25,155.272169,-2.1713770189,671.388269846,0.184640,0.338262,-0.557700,-0.371490,0
240,000240.png,right,insufficient_row_coverage,init,1406,0.069364,0,0,0,0.000000,0,0,,,,,32
240,000240.png,center,not_published,from_left_right,,,0,,,,
241,000241.png,left,ok,tracking,2727,0.705202,2727,2727,25,155.350894,-2.17925281335,673.530390385,0.184640,0.338262,-0.557700,-0.371490,0
241,000241.png,right,insufficient_row_coverage,init,1384,0.069364,0,0,0,0.000000,0,0,,,,,33
241,000241.png,center,not_published,from_left_right,,,0,,,,
242,000242.png,left,ok,tracking,2702,0.693642,2702,2702,25,155.757843,-2.22072936005,682.031170361,0.185746,0.338262,-0.557700,-0.371490,0
242,000242.png,right,insufficient_row_coverage,init,1417,0.063584,0,0,0,0.000000,0,0,,,,,34
242,000242.png,center,not_published,from_left_right,,,0,,,,
243,000243.png,left,ok,tracking,1850,0.635838,1850,1850,25,154.963691,-2.14096362672,658.029914572,0.186299,0.296834,-0.488498,-0.371490,0
243,000243.png,right,insufficient_row_coverage,init,1429,0.063584,0,0,0,0.000000,0,0,,,,,35
243,000243.png,center,not_published,from_left_right,,,0,,,,
244,000244.png,left,ok,tracking,2673,0.682081,2673,2673,25,155.447496,-2.1889817711,669.484059595,0.186852,0.337428,-0.555910,-0.371490,0
244,000244.png,right,insufficient_row_coverage,init,1403,0.063584,0,0,0,0.000000,0,0,,,,,36
244,000244.png,center,not_published,from_left_right,,,0,,,,
245,000245.png,left,ok,tracking,2672,0.682081,2672,2672,25,155.821425,-2.22732809697,678.631130886,0.186852,0.338262,-0.557700,-0.371490,0
245,000245.png,right,insufficient_row_coverage,init,1409,0.063584,0,0,0,0.000000,0,0,,,,,37
245,000245.png,center,not_published,from_left_right,,,0,,,,
246,000246.png,left,ok,tracking,2670,0.676301,2670,2670,25,156.214886,-2.26889981694,687.274211251,0.187405,0.338262,-0.557700,-0.371490,0
246,000246.png,right,insufficient_row_coverage,init,1411,0.063584,0,0,0,0.000000,0,0,,,,,38
246,000246.png,center,not_published,from_left_right,,,0,,,,
247,000247.png,left,ok,tracking,1799,0.618497,1799,1799,25,155.370083,-2.18117968319,660.581371945,0.188511,0.296521,-0.486391,-0.371490,0
247,000247.png,right,insufficient_row_coverage,init,1394,0.057803,0,0,0,0.000000,0,0,,,,,39
247,000247.png,center,not_published,from_left_right,,,0,,,,
248,000248.png,left,ok,tracking,2625,0.658960,2625,2625,25,156.031060,-2.24931756383,675.835813897,0.189617,0.336978,-0.553245,-0.371490,0
248,000248.png,right,insufficient_row_coverage,init,1370,0.063584,0,0,0,0.000000,0,0,,,,,40
248,000248.png,center,not_published,from_left_right,,,0,,,,
249,000249.png,left,ok,tracking,2548,0.653179,2548,2548,25,156.412382,-2.2902585839,684.034958241,0.190170,0.337807,-0.555019,-0.371490,0
249,000249.png,right,insufficient_row_coverage,init,1396,0.057803,0,0,0,0.000000,0,0,,,,,41
249,000249.png,center,not_published,from_left_right,,,0,,,,
250,000250.png,left,ok,tracking,1757,0.606936,1757,1757,25,155.484300,-2.19270732943,657.725086359,0.190170,0.295974,-0.483608,-0.371490,0
250,000250.png,right,insufficient_row_coverage,init,1395,0.057803,0,0,0,0.000000,0,0,,,,,42
250,000250.png,center,not_published,from_left_right,,,0,,,,
251,000251.png,left,ok,tracking,2598,0.647399,2598,2598,25,155.917825,-2.23739518312,668.366786888,0.190723,0.334928,-0.548855,-0.371490,0
251,000251.png,right,insufficient_row_coverage,init,1409,0.057803,0,0,0,0.000000,0,0,,,,,43
251,000251.png,center,not_published,from_left_right,,,0,,,,
252,000252.png,left,ok,tracking,2500,0.635838,2500,2500,25,156.588693,-2.30961308859,683.00364119,0.191828,0.335336,-0.549728,-0.371490,0
252,000252.png,right,insufficient_row_coverage,init,1362,0.057803,0,0,0,0.000000,0,0,,,,,44
252,000252.png,center,not_published,from_left_right,,,0,,,,
253,000253.png,left,ok,tracking,2573,0.641618,2573,2573,25,156.621116,-2.31320219627,684.263204053,0.191275,0.335745,-0.550603,-0.371490,0
253,000253.png,right,insufficient_row_coverage,init,1348,0.057803,0,0,0,0.000000,0,0,,,,,45
253,000253.png,center,not_published,from_left_right,,,0,,,,
254,000254.png,left,ok,tracking,2563,0.635838,2563,2563,25,156.736088,-2.3260057234,687.245032573,0.191828,0.336155,-0.551481,-0.371490,0
